ID,FacilityName,FacilityNameTemp,WorkRequest#,Facility#,Facility#Temp,FacilitySystem,FacilityGroup,FacilityFunction,FacilityID,Comments,Property,Building,Floor,Wing,Location,Model,SerialNo,InstallDate,Manufacturer,Capacity,IsNew,InputDate,UpdateDate,InputBy,UpdateBy,BSL,AAALAC,TJC,InventoryDate,InventoryBy,Status,TypeorUse,Size,CapacityHeadTest,FuelRefrigeration,MotorManufacturer,HP,MotorType,MotorSerialNo,MotorInstallDate,MotorModel,Frame,RPM,Voltage,Amperes,PhaseCycle,BSLClassification,TJCValue,PMSchedule,VOLTS,AMP,KVA,PH,W,NOofCKTS,CKTSUsed,VOLTSPRIMARY,VOLTSSECONDARY,ElectricalOther
10639,13 - EF10 - 01666,,,01666,01666,Exhaust Fan,Mechanical System,Function: Exhausts air from grinding shop,EF10,,Bethesda,13,3rd,,Instrument Shop 3W35,,,,,,-1,08-Nov-11,10-Aug-08,"Qi, Zhong","Qi, Zhong",0,0,0,,,Active,,,,,,,,,,,,,,,,,0,,,,,,,,,,,
10640,13 - EF - 03860,,,03860,03860,Exhaust Fan,Mechanical System,Function: Exhaust Metalizing Spray Hood,EF,,Bethesda,13,1st,,Mech Shop Southeast Corner,,,,,,0,08-Nov-11,30-Jul-15,"Qi, Zhong","Qi, Zhong",0,0,0,,,Deactivated,,,,,,,,,,,,,,,,,0,,,,,,,,,,,
10641,13 - EF - 03859,,,03859,03859,Exhaust Fan,Mechanical System,Function: Exhaust Welding Shop,EF,,Bethesda,13,1st,,"Storage area/office/near Transportation, only stor",,,,,,-1,08-Nov-11,30-Jul-15,"Qi, Zhong","Qi, Zhong",0,0,0,,,Active,,,,,,,,,,,,,,,,,0,,,,,,,,,,,
10642,13 - EF - 01579,,,01579,01579,Exhaust Fan,Mechanical System,Function: Exhaust air from Sheet Metal Shop,EF,,Bethesda,13,1st,,Machine Shop,,,,,,0,08-Nov-11,30-Jul-15,"Qi, Zhong","Qi, Zhong",0,0,0,,,Deactivated,,,,,,,,,,,,,,,,,0,,,,,,,,,,,
10643,13 - DX - 05099,,,05099,05099,DXSplit,Mechanical System,Function: Heating & cooling of North Elevator Lobb,DX,,Bethesda,13,Penthouse,,Elevator #5 Tower,,,,,,-1,08-Nov-11,10-Aug-08,"Qi, Zhong","Qi, Zhong",0,0,0,,,Active,,,,,,,,,,,,,,,,,0,,,,,,,,,,,
10644,13 - DSTILW - 02868,,,02868,02868,Distilled Water,Mechanical System,"Function: Supplies distiled water ESB, 3rd floor.",DSTILW,,Bethesda,13,S. Penthou,,Floor: S. Penthou,,,,,,-1,08-Nov-11,10-Aug-08,"Qi, Zhong","Qi, Zhong",0,0,0,,,Active,,,,,,,,,,,,,,,,,0,,,,,,,,,,,
10645,13 - DHW - 02203,,,02203,02203,Domestic Hot Water,Mechanical System,Function: Provide hot water for areas in building,DHW,,Bethesda,13,S. Penthou,,Mechanical,,,,,,-1,08-Nov-11,10-Aug-08,"Qi, Zhong","Qi, Zhong",0,0,0,,,Active,,,,,,,,,,,,,,,,,0,,,,,,,,,,,
10646,13 - CR - 02202,,,02202,02202,Condensate Return,Mechanical System,Function: Return condensate to main returns,CR,,Bethesda,13,s. Penthou,,Mechanical,,,,,,-1,08-Nov-11,10-Aug-08,"Qi, Zhong","Qi, Zhong",0,0,0,,,Active,,,,,,,,,,,,,,,,,0,,,,,,,,,,,
10647,13 - CR - 00292,,,00292,00292,Condensate Return,Mechanical System,Function: Return condensate to Power Plant,CR,,Bethesda,13,Ground,,Store G-325,,,,,,-1,08-Nov-11,10-Aug-08,"Qi, Zhong","Qi, Zhong",0,0,0,,,Active,,,,,,,,,,,,,,,,,0,,,,,,,,,,,
10648,13 - CR - 00288,,,00288,00288,Condensate Return,Mechanical System,Function: condensate return to Boiler Plant,CR,,Bethesda,13,Sub. Basem,,North Mechanical,,,,,,-1,08-Nov-11,10-Aug-08,"Qi, Zhong","Qi, Zhong",0,0,0,,,Active,,,,,,,,,,,,,,,,,0,,,,,,,,,,,
10649,13 - CHW - 03692,,,03692,03692,Chilled Water,Mechanical System,Function: Pumps chilled water to penthouse equipme,CHW,,Bethesda,13,4th,,South Penthouse,,,,,,-1,08-Nov-11,10-Aug-08,"Qi, Zhong","Qi, Zhong",0,0,0,,,Active,,,,,,,,,,,,,,,,,0,,,,,,,,,,,
10650,13 - CHW - 00556,,,00556,00556,Chilled Water,Mechanical System,"Function: Booster chilled water supply, Bldg. 13",CHW,,Bethesda,13,Subbsm't,,Mechanical,,,,,,-1,08-Nov-11,10-Aug-08,"Qi, Zhong","Qi, Zhong",0,0,0,,,Active,,,,,,,,,,,,,,,,,0,,,,,,,,,,,
10651,13 - CA - 03847,,,03847,03847,Compressed Air,Mechanical System,Function: Supply air for pneumatic controls,CA,,Bethesda,13,South Bsm',,Mechanical,,,,,,-1,08-Nov-11,10-Aug-08,"Qi, Zhong","Qi, Zhong",0,0,0,,,Active,,,,,,,,,,,,,,,,,0,,,,,,,,,,,
10652,13 - BDOCK - 08825,,,08825,08825,Board Dock,Mechanical System,Function: Shipping & Receiving Contaact C. Dorsey@,BDOCK,,Bethesda,13,B1,,"Platform ""B""",,,,,,-1,08-Nov-11,10-Aug-08,"Qi, Zhong","Qi, Zhong",0,0,0,,,Active,,,,,,,,,,,,,,,,,0,,,,,,,,,,,
10653,13 - BDOCK - 08807,,,08807,08807,Board Dock,Mechanical System,Function: Shipping & Receiving - Contact Harry Smi,BDOCK,,Bethesda,13,,,"Platform ""G""",,,,,,-1,08-Nov-11,10-Aug-08,"Qi, Zhong","Qi, Zhong",0,0,0,,,Active,,,,,,,,,,,,,,,,,0,,,,,,,,,,,
10654,13 - BDOCK - 04721,,,04721,04721,Board Dock,Mechanical System,Function: Loading & Unloading Trucks,BDOCK,,Bethesda,13,1st,,"Platform ""C""",,,,,,-1,08-Nov-11,10-Aug-08,"Qi, Zhong","Qi, Zhong",0,0,0,,,Active,,,,,,,,,,,,,,,,,0,,,,,,,,,,,
10655,13 - BDOCK - 03583,,,03583,03583,Board Dock,Mechanical System,Function: For use in loading and unloading trucks.,BDOCK,,Bethesda,13,1st,,"Platform ""E""",,,,,,-1,08-Nov-11,10-Aug-08,"Qi, Zhong","Qi, Zhong",0,0,0,,,Active,,,,,,,,,,,,,,,,,0,,,,,,,,,,,
10656,13 - BDOCK - 00462,,,00462,00462,Board Dock,Mechanical System,Function: Truck Unloading & Loading,BDOCK,,Bethesda,13,1st,,"West Side Dock ""E""",,,,,,-1,08-Nov-11,10-Aug-08,"Qi, Zhong","Qi, Zhong",0,0,0,,,Active,,,,,,,,,,,,,,,,,0,,,,,,,,,,,
10657,13 - AUTOC - 04086,,,04086,04086,Autoclave,Mechanical System,Function: Sterilizer,AUTOC,,Bethesda,13,3rd,,3W-80,,,,,,-1,08-Nov-11,10-Aug-08,"Qi, Zhong","Qi, Zhong",0,0,0,,,Active,,,,,,,,,,,,,,,,,0,,,,,,,,,,,
10658,13 - AHU - 09066,,,09066,09066,Air Handling Unit,Mechanical System,Function: Supply heat to general offices,AHU,not for winterization,Bethesda,13,1st,,Moving Section Rm. 13010-6,,,,,,-1,08-Nov-11,10-Aug-08,"Qi, Zhong","Qi, Zhong",0,0,0,,,Active,,,,,,,,,,,,,,,,,0,,,,,,,,,,,
10659,13 - AHU - 04975,,,04975,04975,Air Handling Unit,Mechanical System,Function: Cooling & heating system,AHU,,Bethesda,13,1st,,Carp. Shop,,,,,,-1,08-Nov-11,10-Aug-08,"Qi, Zhong","Qi, Zhong",0,0,0,,,Active,,,,,,,,,,,,,,,,,0,,,,,,,,,,,
10660,13 - AHU - 04974,,,04974,04974,Air Handling Unit,Mechanical System,Function: Cooling & heating system,AHU,Removed via WO# 1372839,Bethesda,13,1st,,Sheet Metal Shop,,,,,,0,08-Nov-11,29-Jan-12,"Qi, Zhong","Qi, Zhong",0,0,0,,,Deactivated,,,,,,,,,,,,,,,,,0,,,,,,,,,,,
10661,13 - AHU - 04973,,,04973,04973,Air Handling Unit,Mechanical System,Function: Cooling & heating system,AHU,Removed via WO# 1372843,Bethesda,13,1st,,Sheet Metal Shop,,,,,,0,08-Nov-11,29-Jan-12,"Qi, Zhong","Qi, Zhong",0,0,0,,,Deactivated,,,,,,,,,,,,,,,,,0,,,,,,,,,,,
10662,13 - AHU - 01682,,,01682,01682,Air Handling Unit,Mechanical System,Function: Supply conditioned air to shipping & rec,AHU,via WO# 1410896 by Don wheeler,Bethesda,13,1st South,,Shipping & Receiving Area South End,,,,,,0,08-Nov-11,08-Mar-12,"Qi, Zhong","Qi, Zhong",0,0,0,,,Removed,,,,,,,,,,,,,,,,,0,,,,,,,,,,,
11183,13 - ELEV-6 - 10877,,,10877,10877,Elevator,Elevator,Function: Freight,ELEV-6,,Bethesda,13,Various,,Floor: Various,,,,,,-1,08-Nov-11,,"Qi, Zhong",,0,0,0,22-Aug-07,,Active,,,,,,,,,,,,,,,,,0,,,,,,,,,,,
11184,13 - ELEV-5 - 10876,,,10876,10876,Elevator,Elevator,Function: Passenger,ELEV-5,,Bethesda,13,Various,,Floor: Various,,,,,,-1,08-Nov-11,,"Qi, Zhong",,0,0,0,22-Aug-07,,Active,,,,,,,,,,,,,,,,,0,,,,,,,,,,,
11185,13 - ELEV-4 - 10875,,,10875,10875,Elevator,Elevator,Function: Freight,ELEV-4,,Bethesda,13,Various,,Floor: Various,,,,,,-1,08-Nov-11,,"Qi, Zhong",,0,0,0,22-Aug-07,,Active,,,,,,,,,,,,,,,,,0,,,,,,,,,,,
11186,13 - ELEV-3 - 10874,,,10874,10874,Elevator,Elevator,Function: Freight,ELEV-3,,Bethesda,13,Various,,Floor: Various,,,,,,-1,08-Nov-11,,"Qi, Zhong",,0,0,0,22-Aug-07,,Active,,,,,,,,,,,,,,,,,0,,,,,,,,,,,
11187,13 - ELEV-2 - 10873,,,10873,10873,Elevator,Elevator,Function: Freight,ELEV-2,,Bethesda,13,Various,,Floor: Various,,,,,,-1,08-Nov-11,,"Qi, Zhong",,0,0,0,22-Aug-07,,Active,,,,,,,,,,,,,,,,,0,,,,,,,,,,,
11188,13 - ELEV-1 - 01203,,,01203,01203,Elevator,Elevator,Function: Freight,ELEV-1,,Bethesda,13,Various,,Floor: Various,,,,,,-1,08-Nov-11,,"Qi, Zhong",,0,0,0,22-Aug-07,,Active,,,,,,,,,,,,,,,,,0,,,,,,,,,,,
11285,13 - WU - 11163,,,11163,11163,Waterless Urinal,Mechanical System,Waterless Urinal,WU,,Bethesda,13,,,various,,,,,,-1,08-Nov-11,,"Qi, Zhong",,0,0,0,03-Oct-08,,Active,,,,,,,,,,,,,,,,,0,,,,,,,,,,,
11329,13 - SF-1 - 03517,,,03517,03517,Air Handling Unit,Mechanical System,Function: Supply Heating & Cooling,SF-1,Preheat steam. B73 belts-3each.VFD. - Preheat steam. B73 belts-3each.VFD.,Bethesda,13,4th,,S. Penthouse,E789854010,,,McQuay,,-1,08-Nov-11,,"Qi, Zhong",,0,0,0,10-Aug-08,,Active,,,,,,,,,,,,,,,,,0,,,,,,,,,,,
11330,13 - EF-3 - 01657,,,01657,01657,Exhaust Fan,Mechanical System,Function: Exhaust air to outside,EF-3,,Bethesda,13,Basement,,Mech. South on Roof,,,,,,-1,08-Nov-11,30-Jul-15,"Qi, Zhong","Qi, Zhong",0,0,0,10-Aug-08,,Active,,,,,,,,,,,,,,,,,0,,,,,,,,,,,
11331,13 - EF-5 - 01658,,,01658,01658,Exhaust Fan,Mechanical System,Function: Exhaust toilet areas,EF-5,,Bethesda,13,N. Penthou,,Mechanical North Penthouse,,,,,,-1,08-Nov-11,30-Jul-15,"Qi, Zhong","Qi, Zhong",0,0,0,10-Aug-08,,Active,,,,,,,,,,,,,,,,,0,,,,,,,,,,,
11332,13 - SF-2 - 00475,,,00475,00475,Air Handling Unit,Mechanical System,Function: Supply air to instrument shop area.,SF-2,,Bethesda,13,4th,,North Penthouse,,,,,,-1,08-Nov-11,,"Qi, Zhong",,0,0,0,10-Aug-08,,Active,,,,,,,,,,,,,,,,,0,,,,,,,,,,,
11333,13 - SF-8 - 00472,,,00472,00472,Air Handling Unit,Mechanical System,Function: Supply hot and cool air in PCS area & Co,SF-8,,Bethesda,13,Ground,,Mechanical  G906 - G902,,,,,,-1,08-Nov-11,,"Qi, Zhong",,0,0,0,10-Aug-08,,Active,,,,,,,,,,,,,,,,,0,,,,,,,,,,,
11334,13 - SF-7 - 00467,,,00467,00467,Air Handling Unit,Mechanical System,Function: Supply air to DES,SF-7,,Bethesda,13,Ground,,G-902,,,,,,-1,08-Nov-11,,"Qi, Zhong",,0,0,0,10-Aug-08,,Active,,,,,,,,,,,,,,,,,0,,,,,,,,,,,
11335,13 - AHU-13 - 02200,,,02200,02200,Air Handling Unit,Mechanical System,Function: supply conditioned air to 3rd floor sout,AHU-13,,Bethesda,13,S. Penthou,,South Mechanical,,,,,,-1,08-Nov-11,,"Qi, Zhong",,0,0,0,10-Aug-08,,Active,,,,,,,,,,,,,,,,,0,,,,,,,,,,,
11336,13 - EF-6 - 01656,,,01656,01656,Exhaust Fan,Mechanical System,Function: Exhaust air from north bsm't mech room,EF-6,,Bethesda,13,North Bsm',,Mechanical North sub Basement Mechanical Room,,,,,,-1,08-Nov-11,30-Jul-15,"Qi, Zhong","Qi, Zhong",0,0,0,10-Aug-08,,Active,,,,,,,,,,,,,,,,,0,,,,,,,,,,,
11337,13 - AHU-3 - 09036,,,09036,09036,Air Handling Unit,Mechanical System,Function: Supply air to shipping area,AHU-3,,Bethesda,13,Ground,,"Sipping near Platform ""B""",,,,,,-1,08-Nov-11,,"Qi, Zhong",,0,0,0,10-Aug-08,,Active,,,,,,,,,,,,,,,,,0,,,,,,,,,,,
11338,13 - EF-7 - 01662,,,01662,01662,Exhaust Fan,Mechanical System,Function: Exhausts air from storeroom,EF-7,,Bethesda,13,N. Penthou,,Mechanical North Penthouse,,,,,,-1,08-Nov-11,30-Jul-15,"Qi, Zhong","Qi, Zhong",0,0,0,10-Aug-08,,Active,,,,,,,,,,,,,,,,,0,,,,,,,,,,,
11339,13 - EF-2 - 01661,,,01661,01661,Exhaust Fan,Mechanical System,Function: Exhausts toilet areas,EF-2,,Bethesda,13,S. Penthou,,Mechanical south Penhouse,,,,,,-1,08-Nov-11,30-Jul-15,"Qi, Zhong","Qi, Zhong",0,0,0,10-Aug-08,,Active,,,,,,,,,,,,,,,,,0,,,,,,,,,,,
11340,13 - EF-4 - 01659,,,01659,01659,Exhaust Fan,Mechanical System,Function: Exhausts air from N end of 3rd fl & retu,EF-4,,Bethesda,13,N. Penthou,,Mechanical North Penthouse,,,,,,-1,08-Nov-11,30-Jul-15,"Qi, Zhong","Qi, Zhong",0,0,0,10-Aug-08,,Active,,,,,,,,,,,,,,,,,0,,,,,,,,,,,
11341,13 - EF-3 - 10573,,,10573,10573,Exhaust Fan,Mechanical System,Function: Exhaust Air to Outside,EF-3,,Bethesda,13,Roof,,Southeast of Penth,,,,,,-1,08-Nov-11,,"Qi, Zhong",,0,0,0,10-Aug-08,,Active,,,,,,,,,,,,,,,,,0,,,,,,,,,,,
11342,13 - EF - 10572,,,10572,10572,Exhaust Fan,Mechanical System,Function: haust Fan,EF,,Bethesda,13,4th,,South Penthouse,,,,,,-1,08-Nov-11,,"Qi, Zhong",,-1,0,0,10-Aug-08,,Active,,,,,,,,,,,,,,,,BSL Life Safety,0,,,,,,,,,,,
11343,13 - CA - 10570,,,10570,10570,Compressed Air,Mechanical System,Function: Compressed Air for North Bldg,CA,,Bethesda,13,Basement,,N. Mech. Rm,,,,,,-1,08-Nov-11,,"Qi, Zhong",,0,0,0,10-Aug-08,,Active,,,,,,,,,,,,,,,,,0,,,,,,,,,,,
11344,13 - CA - 10569,,,10569,10569,Compressed Air,Mechanical System,Function: Compressed Air for South Bldg,CA,,Bethesda,13,4th,,S. Penthouse,,,,,,-1,08-Nov-11,,"Qi, Zhong",,0,0,0,10-Aug-08,,Active,,,,,,,,,,,,,,,,,0,,,,,,,,,,,
11345,13 - CP - 00635,,,00635,00635,Condensate Return,Mechanical System,Function: Return Condensated to Boiler Plant,CP,,Bethesda,13,Sub Baseme,,s. Mech,,,,,,-1,08-Nov-11,,"Qi, Zhong",,0,0,0,10-Aug-08,,Active,,,,,,,,,,,,,,,,,0,,,,,,,,,,,
11346,13 - EF-16 - 09091,,,09091,09091,Exhaust Fan,Mechanical System,Function: Exhaust air to outside air,EF-16,,Bethesda,13,Roof,,Southwest Corner,,,,,,-1,08-Nov-11,,"Qi, Zhong",,0,0,0,10-Aug-08,,Active,,,,,,,,,,,,,,,,,0,,,,,,,,,,,
11347,13 - EF-14 - 09089,,,09089,09089,Exhaust Fan,Mechanical System,Function: Exhaust air to outside air,EF-14,,Bethesda,13,Roof,,East of South Penthouse on Roof,,,,,,-1,08-Nov-11,30-Jul-15,"Qi, Zhong","Qi, Zhong",0,0,0,10-Aug-08,,Active,,,,,,,,,,,,,,,,,0,,,,,,,,,,,
11348,13 - EF-12 - 09088,,,09088,09088,Exhaust Fan,Mechanical System,Function: Exhaust air to outside air,EF-12,,Bethesda,13,Roof,,West Central Outside South on roof,,,,,,-1,08-Nov-11,30-Jul-15,"Qi, Zhong","Qi, Zhong",0,0,0,10-Aug-08,,Active,,,,,,,,,,,,,,,,,0,,,,,,,,,,,
11349,13 - EF-11 - 09087,,,09087,09087,Exhaust Fan,Mechanical System,Function: Exhaust air to outside air,EF-11,,Bethesda,13,Roof,,East Central of Building on Roof,,,,,,-1,08-Nov-11,30-Jul-15,"Qi, Zhong","Qi, Zhong",0,0,0,10-Aug-08,,Active,,,,,,,,,,,,,,,,,0,,,,,,,,,,,
11350,13 - EF-9 - 09085,,,09085,09085,Exhaust Fan,Mechanical System,Function: Exhaust air to outside air,EF-9,,Bethesda,13,Roof,,North East Corner on roof,,,,,,-1,08-Nov-11,30-Jul-15,"Qi, Zhong","Qi, Zhong",0,0,0,10-Aug-08,,Active,,,,,,,,,,,,,,,,,0,,,,,,,,,,,
11351,13 - EF-8 - 09084,,,09084,09084,Exhaust Fan,Mechanical System,Function: Exhaust air to outside air,EF-8,,Bethesda,13,Roof,,North West Corner on roof,,,,,,-1,08-Nov-11,30-Jul-15,"Qi, Zhong","Qi, Zhong",0,0,0,10-Aug-08,,Active,,,,,,,,,,,,,,,,,0,,,,,,,,,,,
11352,13 - ROLLUP - 10302,,,10302,10302,Rollup Door,Mechanical System,Function: Security for G325 Shop,ROLLUP,,Bethesda,13,Ground,,G325,,,,,,-1,08-Nov-11,,"Qi, Zhong",,0,0,0,10-Aug-08,,Active,,,,,,,,,,,,,,,,,0,,,,,,,,,,,
11353,13 - EF-28 - 09104,,,09104,09104,Exhaust Fan,Mechanical System,Function: Exhaust air to outside,EF-28,,Bethesda,13,Roof,,2nd Level Roof Over Laundry Area,,,,,,-1,08-Nov-11,,"Qi, Zhong",,0,0,0,10-Aug-08,,Active,,,,,,,,,,,,,,,,,0,,,,,,,,,,,
11354,13 - EF-27 - 09103,,,09103,09103,Exhaust Fan,Mechanical System,Function: Exhaust air to  outside,EF-27,,Bethesda,13,Roof,,Over Laundry Area on SE 1st Floor roof,,,,,,-1,08-Nov-11,30-Jul-15,"Qi, Zhong","Qi, Zhong",0,0,0,10-Aug-08,,Active,,,,,,,,,,,,,,,,,0,,,,,,,,,,,
11355,13 - EF-5 - 09081,,,09081,09081,Exhaust Fan,Mechanical System,Function: Exhaust air to outside air,EF-5,,Bethesda,13,Roof,,North of North Penthouse on Roof,,,,,,-1,08-Nov-11,30-Jul-15,"Qi, Zhong","Qi, Zhong",0,0,0,10-Aug-08,,Active,,,,,,,,,,,,,,,,,0,,,,,,,,,,,
11356,13 - EF-21 - 09097,,,09097,09097,Exhaust Fan,Mechanical System,Function: Exhaust air to outside,EF-21,,Bethesda,13,Roof,,Over MASU Warehouse on Roof,,,,,,-1,08-Nov-11,30-Jul-15,"Qi, Zhong","Qi, Zhong",0,0,0,10-Aug-08,,Active,,,,,,,,,,,,,,,,,0,,,,,,,,,,,
11357,13 - EF-20 - 09096,,,09096,09096,Exhaust Fan,Mechanical System,Function: Exhaust air to outside,EF-20,,Bethesda,13,Roof,,Over MASU Warehouse on roof,,,,,,-1,08-Nov-11,30-Jul-15,"Qi, Zhong","Qi, Zhong",0,0,0,10-Aug-08,,Active,,,,,,,,,,,,,,,,,0,,,,,,,,,,,
11358,13 - EF-19 - 09093,,,09093,09093,Exhaust Fan,Mechanical System,Function: Exhaust air to outside air,EF-19,,Bethesda,13,Roof,,Nearest Ladder S. Penthouse Roof,,,,,,-1,08-Nov-11,,"Qi, Zhong",,0,0,0,10-Aug-08,,Active,,,,,,,,,,,,,,,,,0,,,,,,,,,,,
11359,13 - EF-18 - 09092,,,09092,09092,Exhaust Fan,Mechanical System,Function: Exhaust air to outside air,EF-18,,Bethesda,13,Roof,,Center of South Penthouse Roof,,,,,,-1,08-Nov-11,,"Qi, Zhong",,0,0,0,10-Aug-08,,Active,,,,,,,,,,,,,,,,,0,,,,,,,,,,,
11360,13 - SF-15 - 09052,,,09052,09052,Air Handling Unit,Mechanical System,Function: Heat & cool 2nd fl conference rooms/bath,SF-15,,Bethesda,13,3rd,,Northeast Penthouse,,,,,,-1,08-Nov-11,,"Qi, Zhong",,0,0,0,10-Aug-08,,Active,,,,,,,,,,,,,,,,,0,,,,,,,,,,,
11361,13 - EF-2 - 09063,,,09063,09063,Exhaust Fan,Mechanical System,Function: Exhaust Air,EF-2,,Bethesda,13,1st,,1E-82 S. Mechanical,,,,,,-1,08-Nov-11,,"Qi, Zhong",,0,0,0,10-Aug-08,,Active,,,,,,,,,,,,,,,,,0,,,,,,,,,,,
11362,13 - AHU-5 - 09059,,,09059,09059,Air Handling Unit,Mechanical System,Function: Supply air to General area office,AHU-5,,Bethesda,13,2nd,,286,,,,,,-1,08-Nov-11,,"Qi, Zhong",,0,0,0,10-Aug-08,,Active,,,,,,,,,,,,,,,,,0,,,,,,,,,,,
11363,13 - EF-17 - 09058,,,09058,09058,Exhaust Fan,Mechanical System,Function: South Elevator Penthouse exhaust,EF-17,,Bethesda,13,4th,,South Penthouse,,,,,,-1,08-Nov-11,,"Qi, Zhong",,0,0,0,10-Aug-08,,Active,,,,,,,,,,,,,,,,,0,,,,,,,,,,,
11364,13 - EF-20 - 09057,,,09057,09057,Exhaust Fan,Mechanical System,Function: Exhaust for North Elevator Penthouse,EF-20,,Bethesda,13,Roof,,North Elevator Penthouse,,,,,,-1,08-Nov-11,,"Qi, Zhong",,0,0,0,10-Aug-08,,Active,,,,,,,,,,,,,,,,,0,,,,,,,,,,,
11365,13 - EF-7 - 09083,,,09083,09083,Exhaust Fan,Mechanical System,Function: Exhaust air to outside air,EF-7,,Bethesda,13,Roof,,North West Corner on roof,,,,,,-1,08-Nov-11,30-Jul-15,"Qi, Zhong","Qi, Zhong",0,0,0,10-Aug-08,,Active,,,,,,,,,,,,,,,,,0,,,,,,,,,,,
11366,13 - AHU-1 - 09062,,,09062,09062,Air Handling Unit,Mechanical System,Function: supply air,AHU-1,,Bethesda,13,1,,S. Mech.Rm 1E-82,,,,,,-1,08-Nov-11,,"Qi, Zhong",,0,0,0,10-Aug-08,,Active,,,,,,,,,,,,,,,,,0,,,,,,,,,,,
11367,13 - EF-2 - 09080,,,09080,09080,Exhaust Fan,Mechanical System,Function: Exhaust air to outside air,EF-2,,Bethesda,13,Roof,,North Centeral of North Penthouse on roof,,,,,,-1,08-Nov-11,30-Jul-15,"Qi, Zhong","Qi, Zhong",0,0,0,10-Aug-08,,Active,,,,,,,,,,,,,,,,,0,,,,,,,,,,,
11368,13 - SF-14 - 09055,,,09055,09055,Air Handling Unit,Mechanical System,Function: Heating & cooling office space 2nd floor,SF-14,,Bethesda,13,3rd,,N.E. Penthouse,,,,,,-1,08-Nov-11,,"Qi, Zhong",,0,0,0,10-Aug-08,,Active,,,,,,,,,,,,,,,,,0,,,,,,,,,,,
11369,13 - EF-6 - 09082,,,09082,09082,Exhaust Fan,Mechanical System,Function: Exhaust air to outside air,EF-6,,Bethesda,13,Roof,,North West Corner on roof,,,,,,-1,08-Nov-11,30-Jul-15,"Qi, Zhong","Qi, Zhong",0,0,0,10-Aug-08,,Active,,,,,,,,,,,,,,,,,0,,,,,,,,,,,
12666,13 - PANEL RECEP - 1272RP61,,HLD11352,1272RP61,T12666,Electrical Panel,Electrical Equipment,Light Power,RP61,,Bethesda,13,Ground,,800,,,,,,0,13-Jun-12,18-Nov-10,"Myers, Thomas","Qi, Zhong",0,0,0,,,Deactivated,,,,,,,,,,,,,,,,,0,,120/208,,,,,,,,,
12692,13 - AHU-1 - 12030,,HQC00564,12030,T12692,Air Handling Unit,Mechanical Equipment,Aid Handler,AHU-1,,Bethesda,13,1,,132BE,CAH012GDPC,,,McQuay,,-1,22-Jan-13,22-Jan-13,"Myers, Thomas","Myers, Thomas",0,0,0,,,Active,,,,,,,,,,,,,,,,,0,,,,,,,,,,,
12693,13 - CP-3 - 12139,,HQC00564,12139,12139,Condensate Pump,Mechanical Equipment,Condensate Pump - 3,CP-3,,Bethesda,13,1,,1328E,,,,,,-1,28-Jan-13,26-Oct-15,"Myers, Thomas","Qi, Zhong",0,0,0,,,Active,,,,,,,,,,,,,,,,,0,,,,,,,,,,,
12694,13 - VFD - 12140,,HQC00564,12140,12140,Variable Frequency Drive,Mechanical Equipment,VFD,VFD,,Bethesda,13,1,,1328E,,,,,,-1,28-Jan-13,26-Oct-15,"Myers, Thomas","Qi, Zhong",0,0,0,,,Active,,,,,,,,,,,,,,,,,0,,,,,,,,,,,
12695,13 - VFD-RA - 12141,,HQC00564,12141,12141,Variable Frequency Drive,Mechanical Equipment,RETURN AIR VFD,VFD-RA,,Bethesda,13,1,,1328E,,,,,,-1,28-Jan-13,26-Oct-15,"Myers, Thomas","Qi, Zhong",0,0,0,,,Active,,,,,,,,,,,,,,,,,0,,,,,,,,,,,
12696,13 - VAV-1 - 12142,,HQC00564,12142,12142,VAV,Mechanical Equipment,VAV SINGLE DUCT AIR TERMINAL,VAV-1,,Bethesda,13,1,,1328,,,,,,-1,28-Jan-13,26-Oct-15,"Myers, Thomas","Qi, Zhong",0,0,0,,,Active,,,,,,,,,,,,,,,,,0,,,,,,,,,,,
12697,13 - VAV-2 - 12143,,HQC00564,12143,12143,VAV,Mechanical Equipment,VAV SINGLE DUCT AIR TERMINAL,VAV-2,,Bethesda,13,1,,1328B,,,,,,-1,28-Jan-13,26-Oct-15,"Myers, Thomas","Qi, Zhong",0,0,0,,,Active,,,,,,,,,,,,,,,,,0,,,,,,,,,,,
12698,13 - VAV-3 - 12144,,HQC00564,12144,12144,VAV,Mechanical Equipment,VAV SINGLE DUCT AIR TERMINAL,VAV-3,,Bethesda,13,1,,1329B,,,,,,-1,28-Jan-13,26-Oct-15,"Myers, Thomas","Qi, Zhong",0,0,0,,,Active,,,,,,,,,,,,,,,,,0,,,,,,,,,,,
12699,13 - VAV-4 - 12145,,HQC00564,12145,12145,VAV,Mechanical Equipment,VAV SINGLE DUCT AIR TERMINAL,VAV-4,,Bethesda,13,1,,1328D,,,,,,-1,28-Jan-13,26-Oct-15,"Myers, Thomas","Qi, Zhong",0,0,0,,,Active,,,,,,,,,,,,,,,,,0,,,,,,,,,,,
12700,13 - VAV-5 - 12146,,HQC00564,12146,12146,VAV,Mechanical Equipment,VAV SINGLE DUCT AIR TERMINAL,VAV-5,,Bethesda,13,1,,1328C,,,,,,-1,28-Jan-13,26-Oct-15,"Myers, Thomas","Qi, Zhong",0,0,0,,,Active,,,,,,,,,,,,,,,,,0,,,,,,,,,,,
